State,Law,Intervention,InterventionYear,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
AR,stalking,removal,2013,1761,1687,1373,1322,1510,2008,2550,2577,2565,2316,2515,2548,2518,2541,2471,2822,3114,3884
AZ,mcdv,implemented,2000,4349,4103,4105,4604,4895,4916,3892,5353,4863,4842,4053,3618,3603,4010,3942,2773,4242,5024
AZ,mcdvdating,implemented,2000,4349,4103,4105,4604,4895,4916,3892,5353,4863,4842,4053,3618,3603,4010,3942,2773,4242,5024
AZ,ccbackground,removal,2010,4349,4103,4105,4604,4895,4916,3892,5353,4863,4842,4053,3618,3603,4010,3942,2773,4242,5024
AZ,ccrenewbackground,removal,2010,4349,4103,4105,4604,4895,4916,3892,5353,4863,4842,4053,3618,3603,4010,3942,2773,4242,5024
AZ,ccrevoke,removal,2010,4349,4103,4105,4604,4895,4916,3892,5353,4863,4842,4053,3618,3603,4010,3942,2773,4242,5024
AZ,nosyg,removal,2010,4349,4103,4105,4604,4895,4916,3892,5353,4863,4842,4053,3618,3603,4010,3942,2773,4242,5024
AZ,permitconcealed,removal,2010,4349,4103,4105,4604,4895,4916,3892,5353,4863,4842,4053,3618,3603,4010,3942,2773,4242,5024
CA,dvro,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,dvrodating,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,dvrosurrender,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,dvrosurrenderdating,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,dvrosurrendernoconditions,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,exparte,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,expartedating,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,expartesurrender,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,expartesurrenderdating,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,expartesurrendernoconditions,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,incidentremoval,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,magazine,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,onefeature,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,tenroundlimit,implemented,2000,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,junkgun,implemented,2001,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,immunity,implemented,2002,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,lockd,implemented,2002,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,lockp,implemented,2002,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,lockstandards,implemented,2002,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,mcdvsurrender,implemented,2002,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,mcdvsurrenderdating,implemented,2002,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,mcdvsurrendernoconditions,implemented,2002,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,ammrecords,implemented,2011,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,fingerprint,implemented,2012,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,capaccess,implemented,2013,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,capliability,implemented,2013,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,dvroremoval,implemented,2013,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,microstamp,implemented,2013,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,defactoreg,implemented,2014,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,collegeconcealed,implemented,2015,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,permit,implemented,2015,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,gvro,implemented,2016,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CA,gvrolawenforcement,implemented,2016,19051,20981,21418,22889,22290,22197,23182,23494,21547,19126,17297,16937,17055,17680,15616,15776,18140,20633
CO,immunity,removal,2000,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,traffickingprohibited,implemented,2000,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,traffickingprohibitedh,implemented,2000,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,gunshow,implemented,2001,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,gunshowh,implemented,2001,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,statechecks,implemented,2001,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,statechecksh,implemented,2001,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,ccbackground,implemented,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,ccbackgroundnics,implemented,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,ccrenewbackground,implemented,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,ccrevoke,implemented,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,elementary,implemented,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,mayissue,removal,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,preemption,removal,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,preemptionbroad,removal,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,preemptionnarrow,removal,2003,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,backgroundpurge,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,dvro,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,dvrosurrender,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,dvrosurrendernoconditions,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,magazine,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,mcdv,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,mcdvsurrender,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,mcdvsurrendernoconditions,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,recordsallh,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,universal,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,universalh,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,universalpermit,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CO,universalpermith,implemented,2013,1649,1390,1552,1446,1531,2096,2688,2547,2154,2029,2059,1936,2217,2428,2542,2713,3142,3590
CT,relinquishment,implemented,2002,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,danger,implemented,2004,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,invoutpatient,implemented,2005,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,loststolen,implemented,2007,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,age18longgunpossess,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,age18longgunsale,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,amm18,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,amm21h,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,ammbackground,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,ammpermit,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,ammrestrict,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,magazine,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,onefeature,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,tenroundlimit,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,violent,implemented,2013,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,permit,implemented,2014,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,exparte,implemented,2016,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,expartedating,implemented,2016,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,expartesurrender,implemented,2016,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,expartesurrenderdating,implemented,2016,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
CT,expartesurrendernoconditions,implemented,2016,534,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746
DE,ccbackground,implemented,2002,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,stalking,removal,2003,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,dvrodating,implemented,2007,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,stalking,implemented,2008,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,backgroundpurge,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,gunshow,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,gunshowh,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,loststolen,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,mentalhealth,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,recordsall,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,recordsallh,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,universal,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,universalh,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,universalpermit,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,universalpermith,implemented,2013,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,invoutpatient,implemented,2014,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
DE,threedaylimit,implemented,2016,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054
FL,immunity,removal,2001,13607,12416,12720,12959,12862,13539,15057,15882,17244,16697,15015,13295,13153,13486,13613,15087,17099,17506
FL,ammrestrict,implemented,2004,13607,12416,12720,12959,12862,13539,15057,15882,17244,16697,15015,13295,13153,13486,13613,15087,17099,17506
FL,nosyg,removal,2005,13607,12416,12720,12959,12862,13539,15057,15882,17244,16697,15015,13295,13153,13486,13613,15087,17099,17506
GA,ccbackgroundnics,implemented,2006,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329
GA,nosyg,removal,2006,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329
GA,college,removal,2014,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329
GA,collegeconcealed,removal,2014,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329
GA,dealerh,removal,2014,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329
GA,elementary,removal,2014,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329
GA,recordsdealerh,removal,2014,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,8329
HI,dvrodating,implemented,2000,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,dvrosurrenderdating,implemented,2000,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,expartedating,implemented,2000,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,expartesurrenderdating,implemented,2000,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,mcdvremovalallowed,implemented,2000,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,relinquishment,implemented,2000,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,backgroundpurge,implemented,2006,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,ccbackground,implemented,2006,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,ccbackgroundnics,implemented,2006,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,ccrenewbackground,implemented,2006,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,statechecks,implemented,2006,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,statechecksh,implemented,2006,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,threedaylimit,implemented,2006,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,incidentremoval,implemented,2012,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
HI,stalking,implemented,2016,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180
IA,dvro,implemented,2010,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920
IA,dvrosurrender,implemented,2010,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920
IA,mcdv,implemented,2010,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920
IA,mcdvsurrender,implemented,2010,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920
IA,ccbackgroundnics,implemented,2011,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920
IA,ccrevoke,implemented,2011,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920
IA,mayissue,removal,2011,504,479,478,557,445,547,601,447,575,588,508,566,589,649,550,751,820,920
ID,elementary,implemented,2000,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
ID,preemptionbroad,removal,2008,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
ID,preemptionnarrow,removal,2008,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
ID,ccbackgroundnics,implemented,2015,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
ID,ccbackground,removal,2016,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
ID,ccbackgroundnics,removal,2016,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
ID,ccrevoke,removal,2016,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
ID,permitconcealed,removal,2016,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613
IL,cap14,implemented,2000,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,capuses,implemented,2000,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,traffickingprohibited,implemented,2000,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,traffickingprohibitedh,implemented,2000,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,gunshow,implemented,2005,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,gunshowh,implemented,2005,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,lockd,implemented,2006,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,exparte,implemented,2010,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,expartedating,implemented,2010,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,expartesurrender,implemented,2010,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,expartesurrenderdating,implemented,2010,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,expartesurrendernoconditions,implemented,2010,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,invoutpatient,implemented,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,loststolen,implemented,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,mayissue,removal,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,mcdvsurrender,implemented,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,mcdvsurrenderdating,implemented,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,opencarryh,removal,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,preemption,removal,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,preemptionnarrow,removal,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,relinquishment,implemented,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IL,showing,removal,2013,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,974,955
IN,immunity,removal,2001,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233
IN,mcdv,implemented,2003,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233
IN,gvrolawenforcement,implemented,2006,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233
IN,nosyg,removal,2006,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233
IN,traffickingprohibitedh,implemented,2014,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233
IN,mcdvdating,implemented,2016,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233
KS,immunity,removal,2002,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,preemption,removal,2005,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,preemptionbroad,removal,2005,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,preemptionnarrow,removal,2005,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,alctreatment,implemented,2006,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,nosyg,removal,2006,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,ccbackgroundnics,removal,2007,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,ccrenewbackground,removal,2007,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,mayissue,removal,2007,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,showing,removal,2007,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,stalking,removal,2008,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,ccrenewbackground,implemented,2010,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,danger,implemented,2010,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,elementary,removal,2010,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,invcommitment,implemented,2010,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,ccbackground,removal,2015,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,ccrenewbackground,removal,2015,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,ccrevoke,removal,2015,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KS,permitconcealed,removal,2015,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223
KY,ccbackgroundnics,implemented,2006,818,592,524,605,491,580,1063,1070,1152,1224,1017,1060,1067,1021,912,1063,1289,1714
KY,ccrenewbackground,implemented,2006,818,592,524,605,491,580,1063,1070,1152,1224,1017,1060,1067,1021,912,1063,1289,1714
KY,nosyg,removal,2006,818,592,524,605,491,580,1063,1070,1152,1224,1017,1060,1067,1021,912,1063,1289,1714
